AIRPORT,Year,Month,INBOUND DOM,OUTBOUND DOM,INBOUND INTERNAT,OUTBOUND INTERNAT
SYDNEY,2009,8,943864,938179,433893,430252
SYDNEY,2009,9,956042,956379,443209,436480
SYDNEY,2009,10,1041829,1055951,523927,451566
SYDNEY,2009,11,1004912,997604,440305,453940
SYDNEY,2009,12,993441,979947,498977,563379
SYDNEY,2010,1,938593,953550,589167,521511
SYDNEY,2010,2,940950,936409,474091,424962
SYDNEY,2010,3,1024000,1027486,451545,474798
SYDNEY,2010,4,1003151,995055,441331,445549
SYDNEY,2010,5,954506,949785,380176,422964
SYDNEY,2010,6,938476,929688,402125,465000
SYDNEY,2010,7,1028127,1054596,546386,469414
SYDNEY,2010,8,1023426,1009868,457069,471363
SYDNEY,2010,9,1016828,1042725,473067,489387
SYDNEY,2010,10,1098050,1091897,549162,459725
SYDNEY,2010,11,1056752,1051838,465698,478625
SYDNEY,2010,12,1073348,1055700,514182,588240
SYDNEY,2011,1,990667,996394,617807,541526
SYDNEY,2011,2,925854,929005,487786,428500
SYDNEY,2011,3,1039009,1034790,446942,456003
SYDNEY,2011,4,1024659,1014734,466420,499769
SYDNEY,2011,5,978205,970336,409295,443458
SYDNEY,2011,6,901802,905444,404433,480056
SYDNEY,2011,7,1022596,1041581,563461,476698
SYDNEY,2011,8,1010698,993479,462526,475601
SYDNEY,2011,9,993432,1015818,482585,511900
SYDNEY,2011,10,1032168,1027640,566982,463447
SYDNEY,2011,11,1023583,1019531,471165,480997
SYDNEY,2011,12,1023737,1010189,516227,594998
SYDNEY,2012,1,976748,994534,636764,544134
SYDNEY,2012,2,922882,932060,502187,438793
SYDNEY,2012,3,1045541,1031426,473869,498448
SYDNEY,2012,4,1002005,1002316,493981,507349
SYDNEY,2012,5,986288,970793,415903,460344
SYDNEY,2012,6,946941,943508,447918,531028
SYDNEY,2012,7,1049721,1064864,585208,491435
SYDNEY,2012,8,1060628,1041343,490990,513955
SYDNEY,2012,9,1053607,1069913,512937,543135
SYDNEY,2012,10,1111778,1107024,582555,480934
SYDNEY,2012,11,1098924,1093331,503626,522024
SYDNEY,2012,12,1078993,1053709,556732,634944
SYDNEY,2013,1,1021964,1040218,651121,559445
SYDNEY,2013,2,938481,940265,513791,460487
SYDNEY,2013,3,1063795,1050688,507531,532984
SYDNEY,2013,4,1054470,1048890,507852,520156
SYDNEY,2013,5,1004327,991223,447696,488558
SYDNEY,2013,6,972477,974320,466995,542461
SYDNEY,2013,7,1101767,1102001,609690,529985
SYDNEY,2013,8,1076609,1058103,523344,542194
SYDNEY,2013,9,1042028,1061600,536112,561318
SYDNEY,2013,10,1149680,1144501,610674,497724
SYDNEY,2013,11,1088671,1080518,530129,542880
SYDNEY,2013,12,1113579,1096486,578786,671972
SYDNEY,2014,1,1065915,1082908,698668,608317
SYDNEY,2014,2,966175,953742,541240,495993
SYDNEY,2014,3,1075212,1065090,513803,530525
SYDNEY,2014,4,1054858,1046448,526287,566949
SYDNEY,2014,5,1017429,1001898,483268,509089
SYDNEY,2014,6,972837,972810,463814,565678
SYDNEY,2014,7,1088070,1090076,613345,528745
SYDNEY,2014,8,1072351,1056340,524448,551983
SYDNEY,2014,9,1057089,1070473,535529,554031
SYDNEY,2014,10,1174641,1172420,616131,519670
SYDNEY,2014,11,1088111,1083123,542097,546503
SYDNEY,2014,12,1100833,1088258,593553,686169
SYDNEY,2015,1,1039522,1046901,711721,614666
SYDNEY,2015,2,973110,970584,563101,503262
SYDNEY,2015,3,1105157,1095693,557245,579473
SYDNEY,2015,4,1056659,1058151,547174,551891
SYDNEY,2015,5,1029545,1017224,488608,519255
SYDNEY,2015,6,983350,995667,487652,572404
SYDNEY,2015,7,1134247,1139638,643544,567433
SYDNEY,2015,8,1080332,1065663,553594,567291
SYDNEY,2015,9,1087857,1109278,572834,579569
SYDNEY,2015,10,1176002,1166705,639213,552224
SYDNEY,2015,11,1135940,1126558,570432,579909
SYDNEY,2015,12,1157667,1146169,643342,745391
SYDNEY,2016,1,1104447,1113703,781878,675908
SYDNEY,2016,2,1056881,1054242,636639,567917
SYDNEY,2016,3,1162751,1135735,601343,625198
SYDNEY,2016,4,1105980,1120670,602761,612185
SYDNEY,2016,5,1072295,1055096,526968,555830
SYDNEY,2016,6,1032639,1022740,524116,616675
SYDNEY,2016,7,1154741,1177544,719961,627148
SYDNEY,2016,8,1112898,1096154,601925,608827
SYDNEY,2016,9,1125415,1159911,617389,630118
SYDNEY,2016,10,1202970,1174544,693223,588318
SYDNEY,2016,11,1170274,1167166,605826,622927
SYDNEY,2016,12,1162146,1165002,681661,787236
SYDNEY,2017,1,1127330,1128197,835438,724531
SYDNEY,2017,2,1029813,1028231,655651,570218
SYDNEY,2017,3,1174197,1156629,614723,629062
SYDNEY,2017,4,1120311,1122762,664691,681401
SYDNEY,2017,5,1095571,1085506,562979,593638
SYDNEY,2017,6,1060307,1056841,569557,673314
SYDNEY,2017,7,1180867,1187367,760491,662542
SYDNEY,2017,8,1125981,1110360,644683,655860
SYDNEY,2017,9,1120569,1149275,657428,669922
SYDNEY,2017,10,1234112,1210014,727017,618485
SYDNEY,2017,11,1206765,1204038,644589,666967
SYDNEY,2017,12,1186961,1189870,720485,834514
SYDNEY,2018,1,1153562,1141771,852699,733634
SYDNEY,2018,2,1065983,1071878,696311,617701
SYDNEY,2018,3,1207474,1205485,676261,692921
SYDNEY,2018,4,1164271,1149887,672810,700606
SYDNEY,2018,5,1115328,1093690,605693,624178
SYDNEY,2018,6,1075953,1052376,592992,702206
SYDNEY,2018,7,1185423,1217202,793662,696321
SYDNEY,2018,8,1169183,1156881,675440,686667
SYDNEY,2018,9,1127214,1132581,672762,684833
SYDNEY,2018,10,1241043,1241669,779641,656652
SYDNEY,2018,11,1190236,1191362,663086,684189
SYDNEY,2018,12,1155410,1161411,734848,866372
SYDNEY,2019,1,1151296,1138031,887489,768912
SYDNEY,2019,2,1041047,1041948,707952,612960
SYDNEY,2019,3,1168035,1163665,656438,672111
SYDNEY,2019,4,1143091,1140011,681293,719809
SYDNEY,2019,5,1112636,1105077,641103,658543
SYDNEY,2019,6,1056674,1037459,609046,697055
SYDNEY,2019,7,1179466,1208057,758328,692756
SYDNEY,2019,8,1154302,1141216,688054,695834
SYDNEY,2019,9,1138830,1146456,668842,689778
SYDNEY,2019,10,1276535,1267353,759129,665258
SYDNEY,2019,11,1190189,1188233,677641,682256
SYDNEY,2019,12,1167955,1180842,728207,871647
SYDNEY,2020,1,1142353,1131604,877231,775800
SYDNEY,2020,2,1003957,983714,595097,506896
SYDNEY,2020,3,657237,661525,341102,344459
SYDNEY,2020,4,28082,20096,7751,33619
SYDNEY,2020,5,33504,28774,10119,20218
SYDNEY,2020,6,74605,65547,12537,21934
SYDNEY,2020,7,134227,140497,12877,29798
SYDNEY,2020,8,55176,35022,9825,28770
SYDNEY,2020,9,51249,45899,10035,24897
SYDNEY,2020,10,96350,89142,13108,23983
SYDNEY,2020,11,158324,148823,15900,24368
SYDNEY,2020,12,322699,336374,16152,26436
SYDNEY,2021,1,114029,82773,11032,20684
SYDNEY,2021,2,292959,302746,9983,14635
SYDNEY,2021,3,556632,564536,13957,15381
SYDNEY,2021,4,750556,738789,21742,27003
SYDNEY,2021,5,676101,671249,41234,42708
SYDNEY,2021,6,453658,451817,39699,40536
SYDNEY,2021,7,40553,27111,12380,19811
SYDNEY,2021,8,13222,11544,7955,18448
SYDNEY,2021,9,12745,9916,4410,14062
SYDNEY,2021,10,25530,19808,3662,15753
SYDNEY,2021,11,205713,200654,42178,49870
SYDNEY,2021,12,454384,494734,112764,129642
SYDNEY,2022,1,485546,464651,153721,103167
SYDNEY,2022,2,494968,506011,134032,88762
SYDNEY,2022,3,749213,751972,177024,160206
SYDNEY,2022,4,971618,965691,259434,279098
SYDNEY,2022,5,917829,913466,287411,289660
SYDNEY,2022,6,939255,934024,319268,376620
SYDNEY,2022,7,991750,998766,449878,404429
SYDNEY,2022,8,934771,926384,420285,385639
SYDNEY,2022,9,962376,987040,433437,429297
SYDNEY,2022,10,1037067,1008502,491670,415469
SYDNEY,2022,11,1002829,992588,484849,489552
SYDNEY,2022,12,964858,971746,529261,621131
SYDNEY,2023,1,948915,939497,671268,574067
SYDNEY,2023,2,861434,863783,566934,453954
SYDNEY,2023,3,1031011,1047451,551400,551878
SYDNEY,2023,4,989792,971078,560311,570535
SYDNEY,2023,5,966916,964192,534733,553471
SYDNEY,2023,6,953000,941898,543365,626860
SYDNEY,2023,7,1025041,1047334,705713,602013
SYDNEY,2023,8,1017021,1001240,624566,612723
SYDNEY,2023,9,1035511,1058562,638554,640991
SYDNEY,2023,10,1106033,1077919,695855,594999
SYDNEY,2023,11,1080530,1067998,624043,641640
SYDNEY,2023,12,1039226,1043350,680443,818750
SYDNEY,2024,1,1015444,1015279,853678,701745
SYDNEY,2024,2,999591,991141,708756,597237
SYDNEY,2024,3,1069650,1063723,633865,672069
SYDNEY,2024,4,1020395,1027326,646591,663563
TOWNSVILLE,2009,1,54834,51765,0,0
TOWNSVILLE,2009,2,46833,47178,0,0
TOWNSVILLE,2009,3,56789,56637,0,0
TOWNSVILLE,2009,4,61354,60487,0,0
TOWNSVILLE,2009,5,64684,63709,0,0
TOWNSVILLE,2009,6,63939,62856,0,0
TOWNSVILLE,2009,7,72573,70681,0,0
TOWNSVILLE,2009,8,67166,66240,0,0
TOWNSVILLE,2009,9,64553,65331,0,0
TOWNSVILLE,2009,10,67100,66383,0,0
TOWNSVILLE,2009,11,62942,62726,0,0
TOWNSVILLE,2009,12,61371,64099,0,0
TOWNSVILLE,2010,1,57683,54094,0,0
TOWNSVILLE,2010,2,54481,54482,0,0
TOWNSVILLE,2010,3,61328,59317,0,0
TOWNSVILLE,2010,4,63419,62319,0,0
TOWNSVILLE,2010,5,63472,62951,0,0
TOWNSVILLE,2010,6,66906,66752,0,0
TOWNSVILLE,2010,7,74752,73971,0,0
TOWNSVILLE,2010,8,73506,72594,0,0
TOWNSVILLE,2010,9,71311,73482,0,0
TOWNSVILLE,2010,10,72820,73249,0,0
TOWNSVILLE,2010,11,65417,67350,0,0
TOWNSVILLE,2010,12,68741,74353,432,882
TOWNSVILLE,2011,1,63002,56390,1124,818
TOWNSVILLE,2011,2,52145,51796,567,593
TOWNSVILLE,2011,3,66595,67266,537,617
TOWNSVILLE,2011,4,67086,66172,437,567
TOWNSVILLE,2011,5,68038,68072,524,321
TOWNSVILLE,2011,6,66706,67428,355,399
TOWNSVILLE,2011,7,76522,74194,611,514
TOWNSVILLE,2011,8,70256,72262,400,340
TOWNSVILLE,2011,9,70603,72577,476,290
TOWNSVILLE,2011,10,69682,69745,15,87
TOWNSVILLE,2011,11,65601,67450,0,0
TOWNSVILLE,2011,12,66509,71194,0,0
TOWNSVILLE,2012,1,62176,57171,0,0
TOWNSVILLE,2012,2,58957,58549,0,0
TOWNSVILLE,2012,3,65382,67338,0,0
TOWNSVILLE,2012,4,67048,64734,0,0
TOWNSVILLE,2012,5,68538,68825,0,0
TOWNSVILLE,2012,6,69123,69402,0,0
TOWNSVILLE,2012,7,74222,72849,0,0
TOWNSVILLE,2012,8,68534,70183,0,0
TOWNSVILLE,2012,9,67250,68960,0,0
TOWNSVILLE,2012,10,72062,71252,0,0
TOWNSVILLE,2012,11,65396,67853,0,0
TOWNSVILLE,2012,12,64520,69414,0,0
TOWNSVILLE,2013,1,61932,56480,0,0
TOWNSVILLE,2013,2,53701,53918,0,0
TOWNSVILLE,2013,3,61612,61684,0,0
TOWNSVILLE,2013,4,64547,62765,0,0
TOWNSVILLE,2013,5,64213,64376,0,0
TOWNSVILLE,2013,6,65780,66216,0,0
TOWNSVILLE,2013,7,75176,72844,0,0
TOWNSVILLE,2013,8,67861,69454,0,0
TOWNSVILLE,2013,9,68135,69670,0,0
TOWNSVILLE,2013,10,70418,69925,0,0
TOWNSVILLE,2013,11,59143,61744,0,0
TOWNSVILLE,2013,12,65561,69424,0,0
TOWNSVILLE,2014,1,58441,53757,0,0
TOWNSVILLE,2014,2,50287,50424,0,0
TOWNSVILLE,2014,3,58520,57261,0,0
TOWNSVILLE,2014,4,60736,61524,0,0
TOWNSVILLE,2014,5,62178,61671,0,0
TOWNSVILLE,2014,6,64444,64334,0,0
TOWNSVILLE,2014,7,72058,70381,0,0
TOWNSVILLE,2014,8,65323,66678,0,0
TOWNSVILLE,2014,9,65984,68438,0,0
TOWNSVILLE,2014,10,68153,67986,0,0
TOWNSVILLE,2014,11,57638,59537,0,0
TOWNSVILLE,2014,12,64541,67547,0,0
TOWNSVILLE,2015,1,57879,54030,0,0
TOWNSVILLE,2015,2,48886,49553,0,0
TOWNSVILLE,2015,3,59989,58009,0,0
TOWNSVILLE,2015,4,61695,62149,0,0
TOWNSVILLE,2015,5,62664,61362,0,0
TOWNSVILLE,2015,6,63967,63610,0,0
TOWNSVILLE,2015,7,73303,71720,0,0
TOWNSVILLE,2015,8,64519,66566,0,0
TOWNSVILLE,2015,9,66864,67845,1111,1698
TOWNSVILLE,2015,10,67865,67814,1815,1720
TOWNSVILLE,2015,11,59754,61357,348,881
TOWNSVILLE,2015,12,62377,66334,1571,1979
TOWNSVILLE,2016,1,58001,53823,1864,1370
TOWNSVILLE,2016,2,49452,48711,1352,1370
TOWNSVILLE,2016,3,58566,58563,1555,1604
TOWNSVILLE,2016,4,61298,59331,1417,1604
TOWNSVILLE,2016,5,63397,62570,1685,1933
TOWNSVILLE,2016,6,64868,64899,1663,2044
TOWNSVILLE,2016,7,72641,70220,1973,1919
TOWNSVILLE,2016,8,64208,66056,1609,1800
TOWNSVILLE,2016,9,66576,68269,1969,1734
TOWNSVILLE,2016,10,64602,64935,2053,1842
TOWNSVILLE,2016,11,58528,59861,1523,1763
TOWNSVILLE,2016,12,61979,66646,1746,2087
TOWNSVILLE,2017,1,57767,53413,2224,1623
TOWNSVILLE,2017,2,48518,48312,1677,1594
TOWNSVILLE,2017,3,56804,58317,1603,1632
TOWNSVILLE,2017,4,64609,62128,2025,2257
TOWNSVILLE,2017,5,60639,61928,1954,2370
TOWNSVILLE,2017,6,66427,66254,2106,2123
TOWNSVILLE,2017,7,76628,73840,2452,2457
TOWNSVILLE,2017,8,69682,70924,2373,2231
TOWNSVILLE,2017,9,68660,71256,2197,2368
TOWNSVILLE,2017,10,70105,69779,2278,2100
TOWNSVILLE,2017,11,62743,66059,1622,1747
TOWNSVILLE,2017,12,65924,70774,1467,2055
TOWNSVILLE,2018,1,62969,57216,2279,2327
TOWNSVILLE,2018,2,51968,52403,2180,2140
TOWNSVILLE,2018,3,67182,67984,1744,1355
TOWNSVILLE,2018,4,63974,63336,415,443
TOWNSVILLE,2018,5,66895,67054,263,284
TOWNSVILLE,2018,6,65091,65021,375,318
TOWNSVILLE,2018,7,80489,78946,425,383
TOWNSVILLE,2018,8,72455,74122,354,318
TOWNSVILLE,2018,9,67395,69792,252,332
TOWNSVILLE,2018,10,70570,69634,0,0
TOWNSVILLE,2018,11,63340,65756,0,0
TOWNSVILLE,2018,12,63038,67481,0,0
TOWNSVILLE,2019,1,61344,56845,0,0
TOWNSVILLE,2019,2,50268,49998,0,0
TOWNSVILLE,2019,3,62804,63951,0,0
TOWNSVILLE,2019,4,67238,66720,0,0
TOWNSVILLE,2019,5,67451,67615,0,0
TOWNSVILLE,2019,6,68347,66772,0,0
TOWNSVILLE,2019,7,78060,76324,0,0
TOWNSVILLE,2019,8,72244,74283,0,0
TOWNSVILLE,2019,9,71820,73743,0,0
TOWNSVILLE,2019,10,72692,73110,0,0
TOWNSVILLE,2019,11,64379,66370,0,0
TOWNSVILLE,2019,12,67064,71298,0,0
TOWNSVILLE,2020,1,63574,59105,0,0
TOWNSVILLE,2020,2,53546,51590,0,0
TOWNSVILLE,2020,3,44037,43063,0,0
TOWNSVILLE,2020,4,3786,4068,0,0
TOWNSVILLE,2020,5,4672,4575,0,0
TOWNSVILLE,2020,6,11330,11590,0,0
TOWNSVILLE,2020,7,28925,27368,0,0
TOWNSVILLE,2020,8,27166,27623,0,0
TOWNSVILLE,2020,9,30779,30772,0,0
TOWNSVILLE,2020,10,33293,34139,0,0
TOWNSVILLE,2020,11,34426,34806,0,0
TOWNSVILLE,2020,12,46643,47427,0,0
TOWNSVILLE,2021,1,36601,36701,0,0
TOWNSVILLE,2021,2,35876,36302,0,0
TOWNSVILLE,2021,3,47197,46734,0,0
TOWNSVILLE,2021,4,54512,54531,0,0
TOWNSVILLE,2021,5,56918,55921,0,0
TOWNSVILLE,2021,6,55616,55914,0,0
TOWNSVILLE,2021,7,45465,45386,0,0
TOWNSVILLE,2021,8,28531,30449,0,0
TOWNSVILLE,2021,9,44252,45090,0,0
TOWNSVILLE,2021,10,42096,42471,0,0
TOWNSVILLE,2021,11,42950,43775,0,0
TOWNSVILLE,2021,12,52968,53049,0,0
TOWNSVILLE,2022,1,40703,39849,0,0
TOWNSVILLE,2022,2,37643,38041,0,0
TOWNSVILLE,2022,3,52878,53425,0,0
TOWNSVILLE,2022,4,67765,67181,0,0
TOWNSVILLE,2022,5,67961,66930,0,0
TOWNSVILLE,2022,6,73181,72557,0,0
TOWNSVILLE,2022,7,77032,76450,0,0
TOWNSVILLE,2022,8,70474,71884,0,0
TOWNSVILLE,2022,9,72163,73570,0,0
TOWNSVILLE,2022,10,71632,72223,0,0
TOWNSVILLE,2022,11,63881,66759,0,0
TOWNSVILLE,2022,12,63600,66405,0,0
TOWNSVILLE,2023,1,60780,57776,0,0
TOWNSVILLE,2023,2,54278,54972,0,0
TOWNSVILLE,2023,3,70734,70157,0,0
TOWNSVILLE,2023,4,68197,67452,0,0
TOWNSVILLE,2023,5,72574,71584,0,0
TOWNSVILLE,2023,6,78209,76273,0,0
TOWNSVILLE,2023,7,81864,80540,0,0
TOWNSVILLE,2023,8,76129,79501,0,0
TOWNSVILLE,2023,9,71745,73575,0,0
TOWNSVILLE,2023,10,73485,73111,0,0
TOWNSVILLE,2023,11,68318,70954,0,0
TOWNSVILLE,2023,12,68243,70691,0,0
TOWNSVILLE,2024,1,59516,55811,0,0
TOWNSVILLE,2024,2,59815,60581,0,0
TOWNSVILLE,2024,3,68045,67585,0,0
TOWNSVILLE,2024,4,69222,67664,0,0
