AIRPORT,Year,Month,INBOUND DOM,OUTBOUND DOM,INBOUND INTERNAT,OUTBOUND INTERNAT
HOBART,2014,12,112735,98843,0,0
HOBART,2015,1,105456,120299,0,0
HOBART,2015,2,94081,91925,0,0
HOBART,2015,3,97209,101984,0,0
HOBART,2015,4,89654,94013,0,0
HOBART,2015,5,79587,82903,0,0
HOBART,2015,6,78217,77801,0,0
HOBART,2015,7,84845,88470,0,0
HOBART,2015,8,80594,80957,0,0
HOBART,2015,9,86809,83347,0,0
HOBART,2015,10,99361,94374,0,0
HOBART,2015,11,99925,99671,0,0
HOBART,2015,12,119726,107224,0,0
HOBART,2016,1,108012,124464,0,0
HOBART,2016,2,97978,97936,0,0
HOBART,2016,3,104741,107306,0,0
HOBART,2016,4,94140,102924,0,0
HOBART,2016,5,86020,90531,0,0
HOBART,2016,6,86667,86917,0,0
HOBART,2016,7,90828,92811,0,0
HOBART,2016,8,83265,85213,0,0
HOBART,2016,9,94732,90362,0,0
HOBART,2016,10,104258,101159,0,0
HOBART,2016,11,103495,103545,0,0
HOBART,2016,12,127433,113400,0,0
HOBART,2017,1,118191,132076,0,0
HOBART,2017,2,103325,102059,0,0
HOBART,2017,3,107501,111737,0,0
HOBART,2017,4,104746,109772,0,0
HOBART,2017,5,88382,92193,0,0
HOBART,2017,6,90673,89636,0,0
HOBART,2017,7,99196,102431,0,0
HOBART,2017,8,87387,87859,0,0
HOBART,2017,9,97992,91468,0,0
HOBART,2017,10,108902,108200,0,0
HOBART,2017,11,110717,110395,0,0
HOBART,2017,12,135137,120368,0,0
HOBART,2018,1,125218,141366,0,0
HOBART,2018,2,113258,109757,0,0
HOBART,2018,3,123639,124859,0,0
HOBART,2018,4,111145,118749,0,0
HOBART,2018,5,90232,93341,0,0
HOBART,2018,6,91837,92643,0,0
HOBART,2018,7,106020,106872,0,0
HOBART,2018,8,94063,94842,0,0
HOBART,2018,9,101772,96920,0,0
HOBART,2018,10,118753,117015,0,0
HOBART,2018,11,119996,117668,0,0
HOBART,2018,12,141828,124835,0,0
HOBART,2019,1,130366,147840,0,0
HOBART,2019,2,118030,113881,0,0
HOBART,2019,3,120100,123918,0,0
HOBART,2019,4,114959,119517,0,0
HOBART,2019,5,95801,98915,0,0
HOBART,2019,6,100817,100831,0,0
HOBART,2019,7,109278,111707,0,0
HOBART,2019,8,101185,101926,0,0
HOBART,2019,9,108777,103743,0,0
HOBART,2019,10,121894,119785,0,0
HOBART,2019,11,123885,123263,0,0
HOBART,2019,12,144019,127302,0,0
HOBART,2020,1,135552,149565,0,0
HOBART,2020,2,115076,113163,0,0
HOBART,2020,3,72088,80867,0,0
HOBART,2020,4,780,1341,0,0
HOBART,2020,5,1263,2003,0,0
HOBART,2020,6,2302,3099,0,0
HOBART,2020,7,2840,3618,0,0
HOBART,2020,8,2400,3050,0,0
HOBART,2020,9,2423,2660,0,0
HOBART,2020,10,4246,4699,0,0
HOBART,2020,11,23926,21419,0,0
HOBART,2020,12,72103,59180,0,0
HOBART,2021,1,59922,70307,0,0
HOBART,2021,2,50326,48098,0,0
HOBART,2021,3,76227,77215,0,0
HOBART,2021,4,93921,96316,137,183
HOBART,2021,5,74074,79535,488,562
HOBART,2021,6,56217,52554,689,702
HOBART,2021,7,38053,44465,833,886
HOBART,2021,8,17404,18076,0,0
HOBART,2021,9,25466,24138,0,0
HOBART,2021,10,27175,26525,0,0
HOBART,2021,11,32624,32982,0,0
HOBART,2021,12,78179,61490,0,0
HOBART,2022,1,70894,85446,0,0
HOBART,2022,2,66138,64432,0,0
HOBART,2022,3,86896,89061,0,0
HOBART,2022,4,113765,118659,0,0
HOBART,2022,5,93746,96842,0,0
HOBART,2022,6,97517,93865,0,0
HOBART,2022,7,97861,105202,753,716
HOBART,2022,8,85422,84173,547,565
HOBART,2022,9,95823,90097,947,904
HOBART,2022,10,103985,102869,1508,1468
HOBART,2022,11,106859,106469,1778,1801
HOBART,2022,12,123479,109511,1730,1810
HOBART,2023,1,117108,131344,2065,1997
HOBART,2023,2,106003,103872,1576,1483
HOBART,2023,3,114440,117129,1813,1830
HOBART,2023,4,105358,110247,1788,1848
HOBART,2023,5,92852,97147,905,965
HOBART,2023,6,98820,93843,812,847
HOBART,2023,7,95521,102655,808,873
HOBART,2023,8,92652,91560,722,691
HOBART,2023,9,101661,96216,907,889
HOBART,2023,10,112922,111912,1328,1307
HOBART,2023,11,113296,111212,1884,1970
HOBART,2023,12,139047,122697,1297,1310
HOBART,2024,1,131225,145439,1529,1606
HOBART,2024,2,117233,114579,1944,1970
HOBART,2024,3,122225,121583,1992,2175
HOBART,2024,4,110250,118400,275,281
KARRATHA,2009,1,19832,15380,0,0
KARRATHA,2009,2,18104,18605,0,0
KARRATHA,2009,3,21324,19676,0,0
KARRATHA,2009,4,21474,21891,0,0
KARRATHA,2009,5,21794,22334,0,0
KARRATHA,2009,6,22665,22113,0,0
KARRATHA,2009,7,23748,24514,0,0
KARRATHA,2009,8,23605,23680,0,0
KARRATHA,2009,9,25126,25334,0,0
KARRATHA,2009,10,25428,26222,0,0
KARRATHA,2009,11,25346,24944,0,0
KARRATHA,2009,12,19846,26184,0,0
KARRATHA,2010,1,24349,19774,0,0
KARRATHA,2010,2,22216,22442,0,0
KARRATHA,2010,3,26812,26767,0,0
KARRATHA,2010,4,24569,24978,0,0
KARRATHA,2010,5,25101,25006,0,0
KARRATHA,2010,6,25089,26131,0,0
KARRATHA,2010,7,27369,28283,0,0
KARRATHA,2010,8,26944,27139,0,0
KARRATHA,2010,9,27025,28665,0,0
KARRATHA,2010,10,29327,29400,0,0
KARRATHA,2010,11,29171,28616,0,0
KARRATHA,2010,12,22220,31415,0,0
KARRATHA,2011,1,29255,21348,0,0
KARRATHA,2011,2,25213,24858,0,0
KARRATHA,2011,3,31078,29797,0,0
KARRATHA,2011,4,27897,29468,0,0
KARRATHA,2011,5,31295,30395,0,0
KARRATHA,2011,6,29391,29639,0,0
KARRATHA,2011,7,33496,34124,0,0
KARRATHA,2011,8,34720,34325,0,0
KARRATHA,2011,9,32822,34030,0,0
KARRATHA,2011,10,32702,32386,0,0
KARRATHA,2011,11,36031,34173,0,0
KARRATHA,2011,12,25815,36053,0,0
KARRATHA,2012,1,35138,26597,0,0
KARRATHA,2012,2,32776,31847,0,0
KARRATHA,2012,3,33169,34540,0,0
KARRATHA,2012,4,32696,32413,0,0
KARRATHA,2012,5,35798,35628,0,0
KARRATHA,2012,6,33144,33878,0,0
KARRATHA,2012,7,36532,35987,0,0
KARRATHA,2012,8,35698,37034,0,0
KARRATHA,2012,9,33535,34048,0,0
KARRATHA,2012,10,38291,37031,0,0
KARRATHA,2012,11,35586,35948,0,0
KARRATHA,2012,12,26940,34161,0,0
KARRATHA,2013,1,36313,28259,0,0
KARRATHA,2013,2,28156,28674,0,0
KARRATHA,2013,3,34364,33386,0,0
KARRATHA,2013,4,35446,34139,0,0
KARRATHA,2013,5,35926,36065,0,0
KARRATHA,2013,6,30804,33201,0,0
KARRATHA,2013,7,35629,34747,0,0
KARRATHA,2013,8,30780,32734,0,0
KARRATHA,2013,9,29965,30836,0,0
KARRATHA,2013,10,33486,32649,0,0
KARRATHA,2013,11,29816,30343,0,0
KARRATHA,2013,12,23416,31481,0,0
KARRATHA,2014,1,32683,25686,0,0
KARRATHA,2014,2,27868,27687,0,0
KARRATHA,2014,3,29871,29163,0,0
KARRATHA,2014,4,30455,29751,0,0
KARRATHA,2014,5,30029,31630,0,0
KARRATHA,2014,6,28853,28240,0,0
KARRATHA,2014,7,31443,31190,0,0
KARRATHA,2014,8,29933,30828,0,0
KARRATHA,2014,9,29929,30501,0,0
KARRATHA,2014,10,32016,32760,0,0
KARRATHA,2014,11,28528,28860,0,0
KARRATHA,2014,12,22578,29886,0,0
KARRATHA,2015,1,27371,21795,0,0
KARRATHA,2015,2,23907,24807,0,0
KARRATHA,2015,3,25836,25992,0,0
KARRATHA,2015,4,26116,26467,0,0
KARRATHA,2015,5,25042,25160,0,0
KARRATHA,2015,6,24647,25348,0,0
KARRATHA,2015,7,27639,27574,0,0
KARRATHA,2015,8,25386,24763,0,0
KARRATHA,2015,9,25376,26444,0,0
KARRATHA,2015,10,26024,25986,0,0
KARRATHA,2015,11,25465,24652,0,0
KARRATHA,2015,12,20550,25239,0,0
KARRATHA,2016,1,21683,18456,0,0
KARRATHA,2016,2,20037,19143,0,0
KARRATHA,2016,3,21020,21745,0,0
KARRATHA,2016,4,20794,21126,0,0
KARRATHA,2016,5,23696,22587,0,0
KARRATHA,2016,6,20235,21159,0,0
KARRATHA,2016,7,20847,20392,0,0
KARRATHA,2016,8,21137,20783,0,0
KARRATHA,2016,9,20716,20875,0,0
KARRATHA,2016,10,21361,19801,0,0
KARRATHA,2016,11,21485,20519,0,0
KARRATHA,2016,12,15435,19862,0,0
KARRATHA,2017,1,19267,15565,0,0
KARRATHA,2017,2,16771,16556,0,0
KARRATHA,2017,3,19207,19750,0,0
KARRATHA,2017,4,17755,17832,0,0
KARRATHA,2017,5,20502,19185,0,0
KARRATHA,2017,6,19009,19354,0,0
KARRATHA,2017,7,18287,18243,0,0
KARRATHA,2017,8,18683,18913,0,0
KARRATHA,2017,9,17037,18248,0,0
KARRATHA,2017,10,19576,18571,0,0
KARRATHA,2017,11,18517,19014,0,0
KARRATHA,2017,12,14755,18450,0,0
KARRATHA,2018,1,18381,15119,0,0
KARRATHA,2018,2,16207,16221,0,0
KARRATHA,2018,3,17697,18856,0,0
KARRATHA,2018,4,18165,17789,0,0
KARRATHA,2018,5,19779,19469,0,0
KARRATHA,2018,6,18066,18853,0,0
KARRATHA,2018,7,20535,19601,0,0
KARRATHA,2018,8,19304,20876,0,0
KARRATHA,2018,9,17771,18959,0,0
KARRATHA,2018,10,20349,19233,0,0
KARRATHA,2018,11,18693,19284,0,0
KARRATHA,2018,12,14547,17695,0,0
KARRATHA,2019,1,19400,16331,0,0
KARRATHA,2019,2,16700,17111,0,0
KARRATHA,2019,3,17479,17698,0,0
KARRATHA,2019,4,20502,19057,0,0
KARRATHA,2019,5,19119,20624,0,0
KARRATHA,2019,6,18533,18505,0,0
KARRATHA,2019,7,21722,20762,0,0
KARRATHA,2019,8,19737,21258,0,0
KARRATHA,2019,9,20725,21035,0,0
KARRATHA,2019,10,21900,21470,0,0
KARRATHA,2019,11,20063,20591,0,0
KARRATHA,2019,12,16792,20784,0,0
KARRATHA,2020,1,21219,17595,0,0
KARRATHA,2020,2,17774,17772,0,0
KARRATHA,2020,3,13511,14175,0,0
KARRATHA,2020,4,1530,1737,0,0
KARRATHA,2020,5,1356,1295,0,0
KARRATHA,2020,6,3414,3651,0,0
KARRATHA,2020,7,7827,8130,0,0
KARRATHA,2020,8,10688,9863,0,0
KARRATHA,2020,9,14534,15897,0,0
KARRATHA,2020,10,15131,16649,0,0
KARRATHA,2020,11,15377,14915,0,0
KARRATHA,2020,12,12869,16262,0,0
KARRATHA,2021,1,14342,12861,0,0
KARRATHA,2021,2,10817,10429,0,0
KARRATHA,2021,3,17276,17120,0,0
KARRATHA,2021,4,16465,16259,0,0
KARRATHA,2021,5,18338,17735,0,0
KARRATHA,2021,6,18619,18578,0,0
KARRATHA,2021,7,18163,19152,0,0
KARRATHA,2021,8,19918,19057,0,0
KARRATHA,2021,9,19629,21612,0,0
KARRATHA,2021,10,20141,20175,0,0
KARRATHA,2021,11,20455,20392,0,0
KARRATHA,2021,12,15836,19532,0,0
KARRATHA,2022,1,17716,14557,0,0
KARRATHA,2022,2,15234,15558,0,0
KARRATHA,2022,3,18011,18331,0,0
KARRATHA,2022,4,19106,18921,0,0
KARRATHA,2022,5,20102,20666,0,0
KARRATHA,2022,6,22178,22418,0,0
KARRATHA,2022,7,22417,22435,0,0
KARRATHA,2022,8,24231,24582,0,0
KARRATHA,2022,9,22097,23867,0,0
KARRATHA,2022,10,23665,22626,0,0
KARRATHA,2022,11,23203,23462,0,0
KARRATHA,2022,12,16595,22025,0,0
KARRATHA,2023,1,21993,17416,0,0
KARRATHA,2023,2,19746,19880,0,0
KARRATHA,2023,3,22296,23103,0,0
KARRATHA,2023,4,20923,20892,0,0
KARRATHA,2023,5,24409,23182,0,0
KARRATHA,2023,6,22882,23806,0,0
KARRATHA,2023,7,23656,23968,0,0
KARRATHA,2023,8,24946,25080,0,0
KARRATHA,2023,9,22499,24610,0,0
KARRATHA,2023,10,25498,24074,0,0
KARRATHA,2023,11,24535,25294,0,0
KARRATHA,2023,12,18700,23692,0,0
KARRATHA,2024,1,25231,20180,0,0
KARRATHA,2024,2,21322,22170,0,0
KARRATHA,2024,3,24072,24751,0,0
KARRATHA,2024,4,25844,23824,0,0
LAUNCESTON,2009,1,53276,56926,0,0
LAUNCESTON,2009,2,47357,45645,0,0
LAUNCESTON,2009,3,52117,53080,0,0
LAUNCESTON,2009,4,48103,49058,0,0
LAUNCESTON,2009,5,43724,46111,0,0
LAUNCESTON,2009,6,43558,41178,0,0
LAUNCESTON,2009,7,43009,45005,0,0
LAUNCESTON,2009,8,44205,44814,0,0
LAUNCESTON,2009,9,47148,44062,0,0
LAUNCESTON,2009,10,47088,47112,0,0
LAUNCESTON,2009,11,47334,47558,0,0
LAUNCESTON,2009,12,51720,47186,0,0
LAUNCESTON,2010,1,50233,55774,0,0
LAUNCESTON,2010,2,47867,46638,0,0
LAUNCESTON,2010,3,49830,50951,0,0
LAUNCESTON,2010,4,49145,50974,0,0
LAUNCESTON,2010,5,42635,45994,0,0
LAUNCESTON,2010,6,43695,41349,0,0
LAUNCESTON,2010,7,43396,45798,0,0
LAUNCESTON,2010,8,44292,44645,0,0
LAUNCESTON,2010,9,48145,43768,0,0
LAUNCESTON,2010,10,48334,49055,0,0
LAUNCESTON,2010,11,48816,48567,0,0
LAUNCESTON,2010,12,63578,54488,0,0
LAUNCESTON,2011,1,53384,62199,0,0
LAUNCESTON,2011,2,48468,46666,0,0
LAUNCESTON,2011,3,52074,54657,0,0
LAUNCESTON,2011,4,48024,48508,0,0
LAUNCESTON,2011,5,41123,44856,0,0
LAUNCESTON,2011,6,37192,36323,0,0
LAUNCESTON,2011,7,41920,42708,0,0
LAUNCESTON,2011,8,41809,43353,0,0
LAUNCESTON,2011,9,46117,40861,0,0
LAUNCESTON,2011,10,45806,45459,0,0
LAUNCESTON,2011,11,48217,48249,0,0
LAUNCESTON,2011,12,59112,48529,0,0
LAUNCESTON,2012,1,51723,62066,0,0
LAUNCESTON,2012,2,47758,45556,0,0
LAUNCESTON,2012,3,49930,51415,0,0
LAUNCESTON,2012,4,47943,49440,0,0
LAUNCESTON,2012,5,40869,46309,0,0
LAUNCESTON,2012,6,43447,41580,0,0
LAUNCESTON,2012,7,41448,42325,0,0
LAUNCESTON,2012,8,43558,44731,0,0
LAUNCESTON,2012,9,51735,45363,0,0
LAUNCESTON,2012,10,48500,50236,0,0
LAUNCESTON,2012,11,54220,53079,0,0
LAUNCESTON,2012,12,64723,54319,0,0
LAUNCESTON,2013,1,59195,68212,0,0
LAUNCESTON,2013,2,51614,49824,0,0
LAUNCESTON,2013,3,58097,57203,0,0
LAUNCESTON,2013,4,53606,58484,0,0
LAUNCESTON,2013,5,44115,45232,0,0
LAUNCESTON,2013,6,42376,40518,0,0
LAUNCESTON,2013,7,48884,51918,0,0
LAUNCESTON,2013,8,47701,46349,0,0
LAUNCESTON,2013,9,46688,46155,0,0
LAUNCESTON,2013,10,56585,53950,0,0
LAUNCESTON,2013,11,52468,51856,0,0
LAUNCESTON,2013,12,67666,58449,0,0
LAUNCESTON,2014,1,63827,71154,0,0
LAUNCESTON,2014,2,52717,51591,0,0
LAUNCESTON,2014,3,57992,59751,0,0
LAUNCESTON,2014,4,53633,57336,0,0
LAUNCESTON,2014,5,47347,48323,0,0
LAUNCESTON,2014,6,47550,46394,0,0
LAUNCESTON,2014,7,47391,49829,0,0
LAUNCESTON,2014,8,44931,45508,0,0
LAUNCESTON,2014,9,48691,46829,0,0
LAUNCESTON,2014,10,55493,54135,0,0
LAUNCESTON,2014,11,56824,54527,0,0
LAUNCESTON,2014,12,67721,59688,0,0
LAUNCESTON,2015,1,61786,69331,0,0
LAUNCESTON,2015,2,53435,51643,0,0
LAUNCESTON,2015,3,57484,59583,0,0
LAUNCESTON,2015,4,52216,55380,0,0
LAUNCESTON,2015,5,46677,48225,0,0
LAUNCESTON,2015,6,42671,42200,0,0
LAUNCESTON,2015,7,49223,51910,0,0
LAUNCESTON,2015,8,46105,45411,0,0
LAUNCESTON,2015,9,47215,46412,0,0
LAUNCESTON,2015,10,56542,53452,0,0
LAUNCESTON,2015,11,58767,57575,0,0
LAUNCESTON,2015,12,70521,62644,0,0
LAUNCESTON,2016,1,63517,72206,0,0
LAUNCESTON,2016,2,57729,56406,0,0
LAUNCESTON,2016,3,61282,61169,0,0
LAUNCESTON,2016,4,54996,60277,0,0
LAUNCESTON,2016,5,47415,49237,0,0
LAUNCESTON,2016,6,45377,45564,0,0
LAUNCESTON,2016,7,53340,54414,0,0
LAUNCESTON,2016,8,44702,44901,0,0
LAUNCESTON,2016,9,50064,48950,0,0
LAUNCESTON,2016,10,55946,52152,0,0
LAUNCESTON,2016,11,58326,56791,0,0
LAUNCESTON,2016,12,72849,63415,0,0
LAUNCESTON,2017,1,67589,75597,0,0
LAUNCESTON,2017,2,57412,56874,0,0
LAUNCESTON,2017,3,59033,61568,0,0
LAUNCESTON,2017,4,58771,60217,0,0
LAUNCESTON,2017,5,46056,48246,0,0
LAUNCESTON,2017,6,44164,43756,0,0
LAUNCESTON,2017,7,51577,53418,0,0
LAUNCESTON,2017,8,45214,44862,0,0
LAUNCESTON,2017,9,50483,48160,0,0
LAUNCESTON,2017,10,55395,55407,0,0
LAUNCESTON,2017,11,59175,58036,0,0
LAUNCESTON,2017,12,75367,64845,0,0
LAUNCESTON,2018,1,68889,78405,0,0
LAUNCESTON,2018,2,57763,56071,0,0
LAUNCESTON,2018,3,65920,66465,0,0
LAUNCESTON,2018,4,59241,63764,0,0
LAUNCESTON,2018,5,45400,47383,0,0
LAUNCESTON,2018,6,45514,45946,0,0
LAUNCESTON,2018,7,56721,58072,0,0
LAUNCESTON,2018,8,47423,47206,0,0
LAUNCESTON,2018,9,51454,49146,0,0
LAUNCESTON,2018,10,57836,57111,0,0
LAUNCESTON,2018,11,58989,58231,0,0
LAUNCESTON,2018,12,73906,64885,0,0
LAUNCESTON,2019,1,70824,79017,0,0
LAUNCESTON,2019,2,58763,58499,0,0
LAUNCESTON,2019,3,61397,64660,0,0
LAUNCESTON,2019,4,63263,65723,0,0
LAUNCESTON,2019,5,46938,49185,0,0
LAUNCESTON,2019,6,45516,45744,0,0
LAUNCESTON,2019,7,56217,56811,0,0
LAUNCESTON,2019,8,46984,48107,0,0
LAUNCESTON,2019,9,52095,49663,0,0
LAUNCESTON,2019,10,58756,57738,0,0
LAUNCESTON,2019,11,60389,59006,0,0
LAUNCESTON,2019,12,74773,65236,0,0
LAUNCESTON,2020,1,68722,77376,0,0
LAUNCESTON,2020,2,56306,55972,0,0
LAUNCESTON,2020,3,36699,39219,0,0
LAUNCESTON,2020,4,301,475,0,0
LAUNCESTON,2020,5,348,362,0,0
LAUNCESTON,2020,6,994,1097,0,0
LAUNCESTON,2020,7,2039,2584,0,0
LAUNCESTON,2020,8,1958,1949,0,0
LAUNCESTON,2020,9,2189,2270,0,0
LAUNCESTON,2020,10,3012,3295,0,0
LAUNCESTON,2020,11,12199,10832,0,0
LAUNCESTON,2020,12,39377,32862,0,0
LAUNCESTON,2021,1,30884,35633,0,0
LAUNCESTON,2021,2,25746,24783,0,0
LAUNCESTON,2021,3,41676,40711,0,0
LAUNCESTON,2021,4,52434,54389,0,0
LAUNCESTON,2021,5,37123,39118,0,0
LAUNCESTON,2021,6,22667,20028,0,0
LAUNCESTON,2021,7,17484,20248,0,0
LAUNCESTON,2021,8,5689,5261,0,0
LAUNCESTON,2021,9,9837,9622,0,0
LAUNCESTON,2021,10,11763,12018,0,0
LAUNCESTON,2021,11,15215,14125,0,0
LAUNCESTON,2021,12,43457,32543,0,0
LAUNCESTON,2022,1,36769,43049,0,0
LAUNCESTON,2022,2,33632,32485,0,0
LAUNCESTON,2022,3,44856,45684,0,0
LAUNCESTON,2022,4,59180,61264,0,0
LAUNCESTON,2022,5,46127,48106,0,0
LAUNCESTON,2022,6,48324,46338,0,0
LAUNCESTON,2022,7,49150,53985,0,0
LAUNCESTON,2022,8,42551,41525,0,0
LAUNCESTON,2022,9,47310,45217,0,0
LAUNCESTON,2022,10,54641,53629,0,0
LAUNCESTON,2022,11,54272,52480,0,0
LAUNCESTON,2022,12,66830,58410,0,0
LAUNCESTON,2023,1,64841,72368,0,0
LAUNCESTON,2023,2,53698,53043,0,0
LAUNCESTON,2023,3,61444,62794,0,0
LAUNCESTON,2023,4,58683,61547,0,0
LAUNCESTON,2023,5,46254,48868,0,0
LAUNCESTON,2023,6,45907,44530,0,0
LAUNCESTON,2023,7,50137,53942,0,0
LAUNCESTON,2023,8,49495,49486,0,0
LAUNCESTON,2023,9,51583,49988,0,0
LAUNCESTON,2023,10,60348,58947,0,0
LAUNCESTON,2023,11,63106,61336,0,0
LAUNCESTON,2023,12,76584,66277,0,0
LAUNCESTON,2024,1,68013,75861,0,0
LAUNCESTON,2024,2,62051,61639,0,0
LAUNCESTON,2024,3,67859,67669,0,0
LAUNCESTON,2024,4,60965,66265,0,0
MACKAY,2009,1,39935,39772,0,0
MACKAY,2009,2,34093,33861,0,0
MACKAY,2009,3,38335,37378,0,0
MACKAY,2009,4,38347,38448,0,0
MACKAY,2009,5,38023,37882,0,0
MACKAY,2009,6,38043,37284,0,0
MACKAY,2009,7,40206,40448,0,0
MACKAY,2009,8,38246,37882,0,0
MACKAY,2009,9,39508,39616,0,0
MACKAY,2009,10,40964,41045,0,0
MACKAY,2009,11,38991,39381,0,0
MACKAY,2009,12,38160,39841,0,0
MACKAY,2010,1,36743,36508,0,0
MACKAY,2010,2,33503,34298,0,0
MACKAY,2010,3,36041,35330,0,0
MACKAY,2010,4,36857,36634,0,0
MACKAY,2010,5,37655,37959,0,0
MACKAY,2010,6,40689,40733,0,0
MACKAY,2010,7,43626,43804,0,0
MACKAY,2010,8,41931,42150,0,0
MACKAY,2010,9,46612,46479,0,0
MACKAY,2010,10,47386,48552,0,0
MACKAY,2010,11,44241,43824,0,0
MACKAY,2010,12,44289,47223,0,0
MACKAY,2011,1,47185,44254,0,0
MACKAY,2011,2,35124,35588,0,0
MACKAY,2011,3,43224,42622,0,0
MACKAY,2011,4,41760,42414,0,0
MACKAY,2011,5,44832,43888,0,0
MACKAY,2011,6,43839,44325,0,0
MACKAY,2011,7,46913,46668,0,0
MACKAY,2011,8,47594,47296,0,0
MACKAY,2011,9,48453,49173,0,0
MACKAY,2011,10,50403,50341,0,0
MACKAY,2011,11,47259,47269,0,0
MACKAY,2011,12,43936,48241,0,0
MACKAY,2012,1,45112,41376,0,0
MACKAY,2012,2,42412,43314,0,0
MACKAY,2012,3,46348,47723,0,0
MACKAY,2012,4,46513,45629,0,0
MACKAY,2012,5,48281,48824,0,0
MACKAY,2012,6,48241,48828,0,0
MACKAY,2012,7,49974,48864,0,0
MACKAY,2012,8,47780,48839,0,0
MACKAY,2012,9,47615,48248,0,0
MACKAY,2012,10,49865,48668,0,0
MACKAY,2012,11,44720,45921,0,0
MACKAY,2012,12,44976,48172,0,0
MACKAY,2013,1,46854,43565,0,0
MACKAY,2013,2,39587,40893,0,0
MACKAY,2013,3,45497,46520,0,0
MACKAY,2013,4,48044,46532,0,0
MACKAY,2013,5,44764,45633,0,0
MACKAY,2013,6,47536,46864,0,0
MACKAY,2013,7,49174,49064,0,0
MACKAY,2013,8,46550,47782,0,0
MACKAY,2013,9,46861,45849,0,0
MACKAY,2013,10,48466,48596,0,0
MACKAY,2013,11,42148,43201,0,0
MACKAY,2013,12,45230,47384,0,0
MACKAY,2014,1,41690,39182,0,0
MACKAY,2014,2,35301,35937,0,0
MACKAY,2014,3,41032,40076,0,0
MACKAY,2014,4,41485,41149,0,0
MACKAY,2014,5,39723,40390,0,0
MACKAY,2014,6,38830,38088,0,0
MACKAY,2014,7,44033,44582,0,0
MACKAY,2014,8,40144,40707,0,0
MACKAY,2014,9,41426,40415,0,0
MACKAY,2014,10,43221,44844,0,0
MACKAY,2014,11,37800,38193,0,0
MACKAY,2014,12,39817,41898,0,0
MACKAY,2015,1,36231,34321,0,0
MACKAY,2015,2,30254,31593,0,0
MACKAY,2015,3,38476,36956,0,0
MACKAY,2015,4,38188,38030,0,0
MACKAY,2015,5,37417,37180,0,0
MACKAY,2015,6,36464,36164,0,0
MACKAY,2015,7,39916,40450,0,0
MACKAY,2015,8,37652,37306,0,0
MACKAY,2015,9,36204,36478,0,0
MACKAY,2015,10,36013,36482,0,0
MACKAY,2015,11,33988,33821,0,0
MACKAY,2015,12,33735,35613,0,0
MACKAY,2016,1,30454,28859,0,0
MACKAY,2016,2,28048,28251,0,0
MACKAY,2016,3,33248,33232,0,0
MACKAY,2016,4,32759,32306,0,0
MACKAY,2016,5,32884,32963,0,0
MACKAY,2016,6,31980,32428,0,0
MACKAY,2016,7,33613,33546,0,0
MACKAY,2016,8,32588,32852,0,0
MACKAY,2016,9,32594,33221,0,0
MACKAY,2016,10,32954,33473,0,0
MACKAY,2016,11,31026,30902,0,0
MACKAY,2016,12,31024,32448,0,0
MACKAY,2017,1,28407,27492,0,0
MACKAY,2017,2,26775,27417,0,0
MACKAY,2017,3,27660,28612,0,0
MACKAY,2017,4,32546,32692,0,0
MACKAY,2017,5,32115,32556,0,0
MACKAY,2017,6,32053,32188,0,0
MACKAY,2017,7,33542,33361,0,0
MACKAY,2017,8,32287,33030,0,0
MACKAY,2017,9,34889,35186,0,0
MACKAY,2017,10,35292,34648,0,0
MACKAY,2017,11,31991,32694,0,0
MACKAY,2017,12,31907,33663,0,0
MACKAY,2018,1,31550,29835,0,0
MACKAY,2018,2,28109,28290,0,0
MACKAY,2018,3,33788,34250,0,0
MACKAY,2018,4,31371,30937,0,0
MACKAY,2018,5,34118,34075,0,0
MACKAY,2018,6,32254,32073,0,0
MACKAY,2018,7,38841,38656,0,0
MACKAY,2018,8,37238,38024,0,0
MACKAY,2018,9,34386,34831,0,0
MACKAY,2018,10,35683,35066,0,0
MACKAY,2018,11,33423,34034,0,0
MACKAY,2018,12,32543,34591,0,0
MACKAY,2019,1,31850,30538,0,0
MACKAY,2019,2,29585,29908,0,0
MACKAY,2019,3,33188,33773,0,0
MACKAY,2019,4,33365,32740,0,0
MACKAY,2019,5,35423,36124,0,0
MACKAY,2019,6,34032,33917,0,0
MACKAY,2019,7,37760,37019,0,0
MACKAY,2019,8,37074,37973,0,0
MACKAY,2019,9,37679,37658,0,0
MACKAY,2019,10,38439,38581,0,0
MACKAY,2019,11,35584,36180,0,0
MACKAY,2019,12,35168,37092,0,0
MACKAY,2020,1,34227,32672,0,0
MACKAY,2020,2,31457,32056,0,0
MACKAY,2020,3,26375,24390,0,0
MACKAY,2020,4,3428,3753,0,0
MACKAY,2020,5,3517,3674,0,0
MACKAY,2020,6,8504,8404,0,0
MACKAY,2020,7,15694,16265,0,0
MACKAY,2020,8,15570,15854,0,0
MACKAY,2020,9,17673,17700,0,0
MACKAY,2020,10,20175,21086,0,0
MACKAY,2020,11,22748,22440,0,0
MACKAY,2020,12,26244,27338,0,0
MACKAY,2021,1,20817,20329,0,0
MACKAY,2021,2,22827,22922,0,0
MACKAY,2021,3,28950,28178,0,0
MACKAY,2021,4,29392,29525,0,0
MACKAY,2021,5,33407,32991,0,0
MACKAY,2021,6,31806,31349,0,0
MACKAY,2021,7,26205,26675,0,0
MACKAY,2021,8,18309,18095,0,0
